disease,text
eczema,"The patient has blistering or weeping lesions in acute flares located on the face and scalp (common in babies); the person has pain and tenderness from cracks and fissures. The condition is chronic, requiring ongoing moisturization and care and sometimes flares after infections or insect bites."
eczema,"Presentation: skin that flakes, crusts, or forms scabs on on the face and scalp (common in babies). Patient experiences social discomfort and reduced quality of life. Course: chronic, requiring ongoing moisturization and care; commonly may flare with stress or lack of sleep."
eczema,"The patient has clusters of small, itchy bumps that may become raw located on exposed areas like the forearms; the person feels restless and loses sleep due to the itch. The condition is chronic, requiring ongoing moisturization and care and often worse in dry or cold weather."
eczema,"Inside the elbows and behind the knees show red, inflamed rash with small bumps; patient notes they experiences social discomfort and reduced quality of life. This is typically severe and persistent and sometimes worsened by sweating or heat."
eczema,"Areas of skin that are tender and sore appearing on exposed areas like the forearms. The patient feels unbearably itchy, especially at night and describes the disease as variable, with periods of calm and sudden flare-ups. Sometimes flares after infections or insect bites."
eczema,"Symptoms include blistering or weeping lesions in acute flares at on the palms and soles. The individual experiences sharp stinging when skin is broken — the eczema is variable, with periods of calm and sudden flare-ups and can be aggravated by certain fabrics like wool."
eczema,"Symptoms include red, inflamed rash with small bumps at inside the elbows and behind the knees. The individual feels self-conscious and embarrassed about visible patches — the eczema is variable, with periods of calm and sudden flare-ups and may be triggered by hot showers or harsh cleansers."
eczema,"Faintly discolored patches that are darker or lighter than surrounding skin appearing on the neck and chest. The patient feels restless and loses sleep due to the itch and describes the disease as chronic, requiring ongoing moisturization and care. May flare with stress or lack of sleep."
eczema,Around the eyes and eyelids show patches of skin that are rough and scaly; patient notes they reports anxiety and frustration about frequent flare-ups. This is typically moderate with frequent flares and linked to exposure to allergens like dust and pollen.
eczema,"The patient has skin that flakes, crusts, or forms scabs located on the hands and fingers; the person feels restless and loses sleep due to the itch. The condition is moderate with frequent flares and often flares after contact with irritants or chemicals."
eczema,"The patient has blistering or weeping lesions in acute flares located on the palms and soles; the person experiences sharp stinging when skin is broken. The condition is moderate with frequent flares and frequently triggered by soaps, detergents, or fragrances."
eczema,"Presentation: blistering or weeping lesions in acute flares on on the trunk and limbs. Patient experiences social discomfort and reduced quality of life. Course: variable, with periods of calm and sudden flare-ups; commonly sometimes worsened by sweating or heat."
